// Generated using In-game Timecyc Editor written by fastman92
// You can find this script on gtaforums.com

//////////// EXTRASUNNY_LA
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
60 60 60	155 199 226	255 255 255	97 134 180	172 216 239	0 0 0	0 0 0	2.5 0.7 0.4 80 80 0 1000 5 0.8	120 40 40	145 182 213	107 117 122 240	20 124 124 124	30 0 48 20	255 80 0 1
//Midday
33 33 29	167 167 167	255 255 255	94 119 166	140 163 177	0 0 0	0 0 0	1 0.9 0.5 80 50 120 1600 400 0.7	120 100 100	146 187 221	83 127 141 240	75 124 124 124	75 78 92 99	255 80 0 1
//7PM
55 55 55	189 189 189	255 255 255	83 117 148	191 212 223	0 0 0	0 0 0	3.5 1 0.5 80 50 0 1000 5 0.9	120 40 40	168 216 255	116 135 144 240	30 124 124 124	30 10 46 22	250 10 0 0
//8PM
6 6 6	159 188 212	255 255 255	56 85 126	105 145 165	0 0 0	0 0 0	2 1 1 80 80 0 1000 5 1	120 40 40	213 226 255	132 176 189 240	25 124 124 124	20 0 48 20	155 80 0 1
//10PM
35 35 35	174 189 168	255 255 255	13 17 24	19 25 30	0 0 0	0 0 0	1 1 1 200 100 0 1000 5 1	70 27 10	174 189 168	55 72 76 240	20 124 124 124	20 0 48 20	155 80 0 1
//
//////////// EXTRASUNNY_COUNTRYSIDE
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
22 22 22	193 177 166	255 255 255	0 1 8	0 2 5	255 135 6	255 0 0	1 0.8 0.5 200 100 0 1690 100 1.2	0 0 0	17 26 34	38 44 55 240	50 70 70 70	50 0 0 0	100 80 0 0
//5AM
27 27 27	155 155 155	255 255 255	3 11 20	40 49 66	255 128 0	255 0 0	1 1.5 0.7 200 100 0 1600 400 0.7	0 0 0	53 68 75	53 62 68 240	50 70 70 70	50 0 0 0	140 80 0 0
//6AM
42 42 42	188 188 188	255 255 255	98 130 178	200 144 85	255 128 0	0 0 0	0 0 0.4 200 100 0 1600 400 1.5	100 34 25	255 221 194	185 160 160 240	45 161 106 60	45 0 0 0	255 80 0 1
//7AM
36 36 36	182 138 109	255 255 255	130 176 209	224 199 160	255 150 13	55 128 0	8.4 1 0.7 100 50 75 1600 400 0.3	120 40 40	255 225 200	145 170 170 240	20 173 106 60	20 78 92 99	255 80 0 1
//Midday
77 77 77	180 180 180	255 255 255	96 135 220	141 172 217	255 220 96	222 122 0	5.1 1 0.5 180 0 0 1700 400 0.1	116 120 122	144 180 190	90 170 170 240	75 203 118 60	75 78 92 99	255 80 0 1
//7PM
55 55 55	174 151 134	255 255 255	94 152 201	220 195 149	255 150 13	168 95 31	4.4 1 0.5 100 50 75 1600 400 1.1	120 40 40	255 239 221	116 152 152 240	15 133 106 60	20 78 92 99	255 80 0 1
//8PM
26 26 26	242 202 177	255 255 255	100 142 201	206 174 119	255 150 13	150 70 0	8.4 1 0.3 170 50 75 1600 200 1.3	120 40 40	219 152 107	145 170 170 240	10 173 106 70	10 129 110 2	255 80 0 0
//10PM
30 30 30	191 175 164	255 255 255	2 10 32	31 41 50	255 135 6	5 0 0	1 0.4 0.4 200 100 0 1600 260 0.8	0 0 0	61 84 104	56 90 102 240	12 70 70 70	12 0 0 0	225 0 0 0
//
//////////// SUNNY_COUNTRYSIDE
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
20 20 20	155 142 133	255 255 255	0 3 10	0 3 7	255 135 6	5 0 0	1 0.9 0.7 200 100 0 3200 400 1.5	3 5 12	110 138 167	32 41 55 240	127 70 70 70	127 0 0 0	50 80 0 0
//5AM
45 45 45	138 138 138	255 255 255	25 39 57	84 73 50	255 128 0	255 0 0	3 0.8 0.7 200 100 0 1600 400 0.5	48 48 48	223 232 236	53 62 68 240	50 70 70 70	50 0 0 0	225 80 0 1
//6AM
42 42 42	188 188 188	255 255 255	75 116 158	200 144 88	255 128 0	255 128 0	2 0.2 0.7 200 100 0 1600 400 0.5	43 43 43	193 154 123	60 96 102 240	35 161 106 60	35 0 0 0	255 100 0 1
//7AM
55 55 55	182 143 118	255 255 255	133 164 214	255 233 202	255 128 64	255 0 0	3.4 1 0.3 100 50 75 1600 5 0.3	43 43 43	243 233 218	145 170 170 240	10 173 106 60	10 78 92 99	250 80 0 1
//Midday
46 54 58	169 179 179	255 255 255	101 133 179	130 158 176	255 255 0	128 36 0	4.1 0.9 0.7 170 0 0 1600 65 0.1	12 20 30	147 169 178	90 170 170 240	75 203 118 60	75 134 133 121	255 80 0 1
//7PM
55 55 55	174 151 134	255 255 255	110 147 198	239 169 108	255 150 13	148 67 0	4.4 1 0.5 100 50 75 1600 5 0.5	63 54 44	219 190 174	121 170 170 240	10 133 106 60	10 129 110 2	255 80 0 0
//8PM
10 10 10	160 148 140	255 255 255	77 103 131	190 141 95	255 150 13	155 0 0	2 0.4 0.4 100 60 0 1600 40 0.7	51 51 51	255 203 163	73 145 181 240	30 173 106 70	20 75 75 55	225 80 0 0
//10PM
32 32 32	143 131 123	255 255 255	2 9 15	12 35 48	255 135 6	5 0 0	1 0.4 0.4 200 100 0 1600 40 0.8	7 14 25	109 136 163	7 23 38 240	72 70 70 70	72 0 0 0	155 80 0 1
//
//////////// CLOUDY_COUNTRYSIDE
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
40 40 40	135 173 197	255 255 255	8 14 25	22 28 40	0 0 0	0 0 0	1 1 0.5 200 100 0 1600 65514 1	30 20 0	103 132 146	59 68 77 240	12 124 124 124	22 16 48 10	80 80 0 0
//5AM
29 29 29	186 192 197	255 255 255	6 10 20	41 52 76	0 0 0	0 0 0	0 1 0.6 200 100 0 1600 65514 1	70 27 10	160 154 157	59 68 77 240	127 124 124 124	127 0 48 20	155 0 0 1
//6AM
42 42 42	135 173 197	255 255 255	54 75 107	175 158 132	0 0 0	0 0 0	3.4 0.9 0.4 200 100 0 1600 65514 0.9	100 34 25	192 220 255	62 72 77 240	20 124 124 124	10 0 48 20	55 80 0 1
//7AM
55 55 55	135 173 197	255 255 255	139 177 231	187 218 242	0 0 0	0 0 0	2.5 0.8 0.7 80 80 0 1600 65514 0.8	120 40 40	204 239 255	107 117 122 240	10 124 124 124	10 0 48 20	155 80 0 1
//Midday
61 58 46	147 147 147	255 255 255	109 147 226	167 197 207	0 0 0	0 0 0	1 0.5 0.1 80 50 120 1600 65514 0.7	120 100 100	132 178 209	141 141 140 240	80 124 124 124	80 30 38 30	155 0 0 1
//7PM
55 55 55	135 173 193	255 255 255	81 115 149	255 227 194	0 0 0	0 0 0	3.5 1 0.5 80 50 0 1600 65514 0.9	120 40 40	206 229 237	116 135 144 240	10 124 124 124	10 10 46 22	55 130 0 1
//8PM
42 42 42	136 161 182	255 255 255	37 55 82	113 113 113	0 0 0	0 0 0	2 1 1 80 80 0 1600 65514 1	120 40 40	120 158 171	132 176 189 240	20 124 124 124	20 0 48 20	85 80 0 0
//10PM
14 14 14	105 112 118	255 255 255	11 19 25	13 13 13	0 0 0	0 0 0	1 1 1 200 100 0 1600 65514 1	70 27 10	86 86 86	161 176 189 240	127 124 124 124	127 0 48 20	55 80 0 0
//
//////////// RAINY_COUNTRYSIDE
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
38 73 94	74 74 74	255 255 255	4 13 21	1 3 5	0 0 0	0 0 0	1 1 0.5 200 100 0 1000 5 1.2	30 20 0	17 46 77	59 68 77 240	0 124 124 124	0 16 48 10	80 80 0 1
//5AM
42 42 42	135 173 197	255 255 255	30 80 134	23 63 106	0 0 0	0 0 0	0 1 0.7 200 100 0 1000 5 1	70 27 10	36 98 166	59 68 77 240	50 124 124 124	50 0 48 20	155 80 0 1
//6AM
42 42 42	135 173 197	255 255 255	83 107 128	55 106 157	0 0 0	0 0 0	3.4 0.9 0.6 200 100 0 1000 5 0.9	100 34 25	145 182 213	62 72 77 240	25 124 124 124	25 0 48 20	155 80 0 1
//7AM
55 55 55	135 173 197	255 255 255	83 107 128	55 106 157	0 0 0	0 0 0	2.5 1 0.6 80 80 0 1000 5 0.9	120 40 40	145 182 213	107 117 122 240	20 124 124 124	20 0 48 20	155 80 0 1
//Midday
69 69 69	186 186 186	255 255 255	78 92 99	74 74 74	0 0 0	0 0 0	1 0.9 0.6 80 50 120 1000 5 0.9	120 100 100	63 89 107	56 130 211 240	70 124 124 124	60 30 38 30	255 80 0 1
//7PM
55 55 55	135 173 193	255 255 255	83 107 128	49 92 119	0 0 0	0 0 0	3.5 1 0.5 80 50 0 1000 5 0.9	120 40 40	145 182 213	116 135 144 240	50 124 124 124	100 10 46 22	255 80 0 1
//8PM
42 42 42	167 198 223	255 255 255	49 92 119	49 92 119	0 0 0	0 0 0	2 1 0.7 80 80 0 1000 5 1	120 40 40	36 98 166	132 176 189 240	20 124 124 124	20 0 48 20	155 80 0 1
//10PM
35 35 35	167 198 223	255 255 255	10 27 46	3 9 14	0 0 0	0 0 0	1 1 1 200 100 0 1000 5 1	70 27 10	49 92 119	161 176 189 240	10 124 124 124	10 0 48 20	155 90 0 1
//
//////////// EXTRASUNNY_DESERT
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
9 9 9	91 91 91	255 255 255	0 1 7	2 4 7	255 135 6	255 255 0	1 0.9 0.6 200 100 0 2600 400 1.5	0 0 0	22 22 22	38 38 55 240	127 70 70 70	127 0 0 0	50 80 0 0
//5AM
47 47 47	149 149 149	255 255 255	23 29 47	125 117 85	255 255 0	255 255 0	3.8 0.7 0.6 200 255 0 3200 400 1.7	0 0 0	210 224 232	53 62 68 240	60 70 70 70	80 0 0 0	0 0 0 0
//6AM
42 42 42	188 188 188	255 255 255	65 91 155	200 144 85	255 128 0	255 255 0	6 0.8 0.5 200 100 100 3200 400 0.6	100 34 25	255 204 171	155 128 119 240	100 161 106 60	100 0 0 0	255 80 0 0
//7AM
65 65 65	150 171 188	255 255 255	114 145 198	255 219 187	255 150 13	104 77 39	8.4 1 0.5 0 0 0 3200 400 0	120 40 40	145 182 213	145 170 170 240	30 157 122 83	30 129 110 2	255 10 0 1
//Midday
85 105 141	189 203 230	255 255 255	102 135 191	149 181 240	255 255 255	68 43 20	8.1 1 0.5 180 0 150 3200 400 0.1	64 49 33	195 225 229	106 175 209 240	80 119 63 27	80 155 132 82	255 122 0 1
//7PM
65 65 65	189 182 159	255 255 255	103 143 177	246 182 129	255 150 13	40 22 0	8.4 1 0.3 100 50 75 3200 400 0.3	120 40 40	127 162 175	87 141 170 240	50 0 0 0	50 0 0 0	255 80 0 1
//8PM
12 12 12	187 186 183	255 255 255	21 53 80	219 166 122	255 150 13	55 128 0	8.4 1 0.5 100 50 75 2600 400 0.5	120 40 40	102 124 142	68 139 152 240	40 36 36 49	40 23 23 30	255 122 0 0
//10PM
17 17 17	163 163 163	255 255 255	0 2 7	18 18 34	255 135 6	5 0 0	1 0.6 0.5 200 100 0 2800 400 0.8	0 0 0	23 27 38	19 35 43 205	22 70 70 70	22 0 0 0	255 122 0 0
//
//////////// SUNNY_DESERT
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
17 17 17	132 132 132	255 255 255	1 1 7	1 3 7	255 135 6	5 0 0	1 0.4 0.4 200 100 0 3200 400 1.1	0 0 0	17 26 42	38 38 55 240	22 70 70 70	32 0 0 0	150 0 0 0
//5AM
39 39 39	138 138 138	255 255 255	1 10 25	31 51 78	255 128 0	255 0 0	1 0.7 0.5 200 100 0 3200 400 0.5	0 0 0	102 122 170	53 62 68 240	30 70 70 70	30 0 0 0	55 80 0 1
//6AM
42 42 42	188 188 188	255 255 255	50 84 136	200 144 88	255 128 0	255 128 0	0 0.8 0.4 200 100 0 3200 400 0.5	100 34 25	111 152 168	72 99 122 240	10 161 106 60	20 0 0 0	255 80 0 1
//7AM
55 55 55	220 180 153	255 255 255	108 156 224	197 214 255	255 150 13	55 128 0	8.4 1 0.5 100 50 75 3200 400 0.3	120 67 54	179 209 223	145 170 170 240	20 173 106 60	20 129 110 2	255 80 0 1
//Midday
57 78 113	207 223 251	255 255 255	93 126 180	143 179 206	255 255 255	147 123 0	7.1 1 0.5 195 0 0 3200 400 0.1	10 15 22	255 255 255	90 170 170 240	60 203 118 60	50 229 217 138	155 80 0 2
//7PM
55 55 55	174 151 134	255 255 255	108 134 178	255 205 137	255 93 0	255 232 0	8.4 1 0.3 100 50 75 3200 400 0.5	35 35 35	255 255 255	145 170 170 240	15 133 106 60	10 78 92 99	255 0 0 1
//8PM
42 42 42	163 151 143	255 255 255	83 110 165	255 159 96	255 150 13	155 0 0	2 0.4 0.4 100 60 0 3200 400 0.7	120 40 40	255 218 200	41 67 104 240	10 173 106 70	10 75 75 55	255 80 0 1
//10PM
13 13 13	143 131 123	255 255 255	0 2 12	0 12 21	255 135 6	5 0 0	1 0.4 0.4 200 100 0 3200 400 0.8	7 7 7	23 30 38	54 75 86 240	127 70 70 70	127 0 0 0	255 50 0 0
//
//////////// SANDSTORM_DESERT
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
14 14 14	142 165 181	255 255 255	7 8 10	20 20 20	0 0 0	0 0 0	1 1 0.5 200 100 0 1000 5 1	30 20 0	10 18 27	59 68 77 240	127 124 124 124	127 16 48 10	155 0 0 0
//5AM
42 42 42	135 173 197	255 255 255	10 10 10	20 20 20	0 0 0	0 0 0	0 1 0.6 200 100 0 1000 5 1	70 27 10	0 0 0	59 68 77 240	40 124 124 124	40 0 48 20	155 80 0 1
//6AM
42 42 42	135 173 197	255 255 255	73 97 116	184 172 126	0 0 0	0 0 0	3.4 0.9 0.4 200 100 0 2000 5 0.9	100 34 25	108 143 170	62 72 77 240	20 124 124 124	20 167 152 95	70 0 0 1
//7AM
55 55 55	118 107 65	255 255 255	92 114 131	167 152 95	0 0 0	0 0 0	2.5 0.7 0.4 80 80 0 1000 5 0.8	120 40 40	108 143 170	107 117 122 240	20 255 255 255	20 167 152 95	155 10 0 1
//Midday
87 86 76	197 190 164	255 255 255	125 135 149	171 157 117	0 0 0	0 0 0	2 0.5 0.1 80 50 120 1000 5 0.7	120 100 100	102 124 142	141 141 140 240	10 124 124 124	20 30 38 30	155 122 0 0
//7PM
55 55 55	171 182 193	255 255 255	101 112 126	188 145 111	0 0 0	0 0 0	3.5 1 0.5 80 50 0 1000 5 0.9	120 40 40	158 143 86	116 135 144 240	25 124 124 124	20 10 46 22	80 80 0 0
//8PM
7 7 7	140 165 186	255 255 255	68 74 84	71 84 91	0 0 0	0 0 0	2 1 1 80 80 0 1000 5 1	120 40 40	78 92 99	132 176 189 240	20 124 124 124	20 0 48 20	155 10 0 0
//10PM
35 35 35	167 198 223	255 255 255	40 40 40	50 50 50	0 0 0	0 0 0	1 1 1 200 100 0 1000 5 1	70 27 10	0 0 0	161 176 189 240	12 124 124 124	2 0 48 20	155 0 0 1
//
//////////// UNDERWATER
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
21 21 21	135 173 197	255 255 255	10 10 10	20 20 20	0 0 0	0 0 0	1 1 1 200 100 0 300 5 1	30 20 0	49 83 140	59 68 77 192	127 44 105 171	127 24 76 16	255 0 0 1
//5AM
21 21 21	135 173 197	255 255 255	10 10 10	20 20 20	0 0 0	0 0 0	0 1 1 200 100 0 300 5 1	70 27 10	49 83 140	59 68 77 192	127 94 141 95	127 0 70 20	255 0 0 1
//6AM
21 21 21	135 173 197	255 255 255	10 10 10	20 20 20	0 0 0	0 0 0	3.4 0.9 0.9 200 100 0 300 5 0.9	100 34 25	49 83 140	62 72 77 192	127 124 174 110	127 0 64 20	255 0 100 1
//7AM
21 21 21	135 173 197	255 255 255	40 40 40	50 50 50	0 0 0	0 0 0	2.5 0.7 0.8 80 80 0 300 5 0.8	120 40 40	49 83 140	107 117 122 192	127 124 153 104	127 0 48 20	255 0 0 1
//Midday
21 21 21	186 186 186	255 255 255	80 80 80	70 70 70	0 0 0	0 0 0	1 0.5 0.7 80 50 120 300 5 0.7	120 100 100	140 140 140	141 141 140 255	127 106 144 160	127 0 51 24	255 0 0 1
//7PM
21 21 21	135 173 193	255 255 255	80 80 80	70 70 70	0 0 0	0 0 0	3.5 1 1 80 50 0 300 5 0.9	120 40 40	49 83 140	116 135 144 192	127 85 139 117	127 10 46 22	255 0 0 1
//8PM
13 13 13	167 198 223	255 255 255	40 40 40	70 70 70	0 0 0	0 0 0	2 1 1 80 80 0 300 5 1	120 40 40	49 83 140	132 176 189 192	127 63 124 116	127 0 87 20	255 0 0 1
//10PM
21 21 21	167 198 223	255 255 255	40 40 40	50 50 50	0 0 0	0 0 0	1 1 1 200 100 0 300 5 1	70 27 10	49 83 140	161 176 189 192	127 91 110 124	127 0 85 20	255 0 0 1
//
//////////// EXTRACOLOURS_1
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
0 0 0	166 166 166	255 255 255	255 255 255	5 5 5	255 255 0	5 0 0	1 1 1 200 100 0 400 100 1	30 20 0	102 122 170	85 85 65 192	127 64 64 41	127 64 64 64	255 0 0 1
//5AM
0 0 0	121 122 122	255 255 255	1 1 1	5 5 5	255 255 0	5 0 0	1 0.4 1 200 100 0 400 100 1	30 20 0	102 122 170	65 85 65 147	127 64 64 43	127 73 69 64	255 0 0 1
//6AM
0 0 0	50 50 50	255 255 255	255 255 255	5 5 5	255 255 0	5 0 0	1 1 1 200 100 0 400 100 1	30 20 0	102 122 170	85 85 65 192	127 64 64 64	127 64 64 64	255 0 0 1
//7AM
0 0 0	180 180 180	255 255 255	1 1 1	5 5 5	255 255 0	5 0 0	1 1 1 200 100 0 400 100 1	30 20 0	102 122 170	85 85 65 192	127 64 64 46	127 65 64 64	255 0 0 1
//Midday
8 2 4	22 22 22	255 255 255	255 255 255	5 5 5	255 255 0	255 255 0	1 1 1 200 100 0 400 100 1	30 20 0	102 122 170	85 85 65 192	127 87 64 85	127 64 33 33	255 0 0 1
//7PM
7 9 2	54 55 55	255 255 255	255 255 255	5 5 5	255 255 0	5 0 0	1 1 1 200 100 0 400 100 1	30 20 0	102 122 170	85 85 65 192	127 44 64 87	127 99 99 99	255 0 0 1
//8PM
0 0 0	20 20 20	255 255 255	255 255 255	5 5 5	255 255 0	5 0 0	1 1 1 200 100 0 400 100 1	30 20 0	102 122 170	85 85 65 192	127 64 64 64	127 64 146 64	255 0 0 1
//10PM
0 0 0	20 20 20	255 255 255	255 255 255	5 5 5	255 255 0	5 0 0	1 0.4 0.5 200 100 0 400 100 1	30 20 0	102 122 170	85 85 65 192	127 64 64 64	127 96 92 64	255 0 0 1
//
//////////// EXTRACOLOURS_2
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
0 0 0	99 99 99	255 255 255	255 255 255	5 5 5	255 255 0	5 0 0	1 1 1 200 100 0 400 100 1	30 20 0	102 122 170	85 85 65 192	127 61 53 30	127 64 64 64	255 0 0 1
//5AM
30 30 30	20 20 20	255 255 255	255 255 255	5 5 5	255 255 0	5 0 0	1 1 1 200 100 0 400 100 1	30 20 0	102 122 170	85 85 65 192	127 64 64 64	127 64 73 80	255 0 0 1
//6AM
0 0 0	20 20 20	255 255 255	255 255 255	50 5 50	255 255 0	5 0 0	1 1 1 200 100 0 78 50 1	30 20 0	102 122 170	85 85 65 192	127 64 16 64	127 64 64 64	255 0 0 1
//7AM
0 0 0	133 133 133	255 255 255	255 255 255	0 0 0	255 255 128	5 0 0	1 1 1 200 0 0 400 100 1	30 20 0	102 122 170	85 85 65 192	127 64 64 64	127 64 64 64	255 0 0 1
//Midday
0 0 0	0 0 0	255 255 255	255 255 255	0 0 0	255 255 0	255 255 0	1 1 1 200 0 0 400 100 1	30 20 0	102 122 170	85 85 65 192	127 44 44 44	127 33 64 64	234 0 0 1
//7PM
0 0 0	20 20 20	255 255 255	255 255 255	5 5 5	255 255 0	5 0 0	1 1 1 200 100 0 400 100 1	30 20 0	102 122 170	85 85 65 192	127 64 64 64	127 64 146 64	255 0 0 1
//8PM
0 0 0	50 50 50	255 255 255	255 255 255	5 5 5	255 255 0	5 0 0	1 1 1 200 100 0 400 100 1	30 20 0	102 122 170	85 85 65 192	127 64 64 64	127 64 64 64	255 0 0 1
//10PM
0 0 0	190 180 180	255 255 255	1 1 1	5 5 5	255 255 0	5 0 0	1 1 1 200 100 0 400 100 1	30 20 0	102 122 170	85 85 65 192	127 64 64 64	127 64 64 40	220 0 0 1
//
